,No,B.Mudurluk,I.Mudurluk,I.Seflik,Il,Ilce,Day,Month,Year,Time,AnaNeden,TaliNeden,YananOrtu,YananTepe,YananAlan,Sicaklik,Dogu,Kuzey,Lon,Lat
6684,6684,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,22,4,2015,01:40,Ihmal Dikkatsizlik,Coban Atesi,0.04,0,0.04,5,27 59 01,39 00 59,27.98361111,39.01638889
6685,6685,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,29,6,2015,17:35,Ihmal Dikkatsizlik,Diger,0.01,0,0.01,0,27 56 19,38 05 26,27.93861111,38.09055556
6686,6686,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,5,7,2015,17:10,Ihmal Dikkatsizlik,Diger,0.25,0.05,0.3,29,27 52 17,38 54 29,27.87138889,38.90805556
6687,6687,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,27,7,2015,18:48,Ihmal Dikkatsizlik,Sigara,0,0.5,0.5,28,27 54 17,38 56 32,27.90472222,38.94222222
6688,6688,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,18,8,2015,15:10,Mechul,Mechul,0,0.3,0.3,0,27 36 24,38 58 53,27.60666667,38.98138889
6689,6689,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,6,9,2015,16:00,Ihmal Dikkatsizlik,Piknik Atesi,0.02,0,0.02,38,27 53 28,38 55 37,27.89111111,38.92694444
6690,6690,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,21,6,2016,13:25,Ihmal Dikkatsizlik,Aniz,0.05,0,0.05,39,27 52 59,38 55 38,27.88305556,38.92722222
6691,6691,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,12,9,2016,14:05,Mechul,Mechul,0.02,0,0.02,32,27 55 01,39 05 11,27.91694444,39.08638889
6692,6692,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,14,9,2016,15:00,Ihmal Dikkatsizlik,Diger,0.2,0,0.2,29,27 55 32,39 02 15,27.92555556,39.0375
6693,6693,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,14,9,2016,19:50,Ihmal Dikkatsizlik,Sigara,0.01,0,0.01,25,27 53 20,38 55 37,27.88888889,38.92694444
6694,6694,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,16,9,2016,22:11,Ihmal Dikkatsizlik,Sigara,0.01,0,0.01,34,27 54 59,39 04 29,27.91638889,39.07472222
6695,6695,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,19,9,2016,13:55,Ihmal Dikkatsizlik,Sigara,0,2,2,37,27 54 26,38 54 48,27.90722222,38.91333333
6696,6696,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,20,9,2016,15:30,Dogal Yildirim,Dogal/Yildirim,0.01,0,0.01,0,27 55 41,39 02 37,27.92805556,39.04361111
6697,6697,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,1,10,2016,14:40,Ihmal Dikkatsizlik,Sigara,0.02,0,0.02,31,27 53 20,38 56 27,27.88888889,38.94083333
6698,6698,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,17,6,2017,14:24,Ihmal Dikkatsizlik,Sigara,0.03,0,0.03,31,27 54 13,38 55 18,27.90361111,38.92166667
6699,6699,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,29,6,2017,15:40,Kaza,Elektrik,4,2,6,38,27 56 12,38 51 16,27.93666667,38.85444444
6700,6700,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,16,7,2017,16:55,Kaza,Diger,0.01,0,0.01,34,27 55 17,38 58 08,27.92138889,38.96888889
6701,6701,IZMIR,AKHISAR,AKHISAR,Manisa,Akhisar,4,9,2017,20:08,Ihmal Dikkatsizlik,Sigara,0.02,0,0.02,17,28 02 19,39 00 35,28.03861111,39.00972222
6702,6702,IZMIR,AKHISAR,BASLAMIS,Manisa,Akhisar,19,5,2013,16:55,Ihmal Dikkatsizlik,Coban Atesi,0.01,0,0.01,30,28 04 59,39 09 35,28.08305556,39.15972222
6703,6703,IZMIR,AKHISAR,BASLAMIS,Manisa,Akhisar,26,5,2013,18:10,Ihmal Dikkatsizlik,Coban Atesi,0.1,0,0.1,19,28 06 59,39 08 05,28.11638889,39.13472222
6704,6704,IZMIR,AKHISAR,BASLAMIS,Manisa,Akhisar,8,11,2013,16:50,Ihmal Dikkatsizlik,Piknik Atesi,0.2,0,0.2,18,27 55 54,39 07 24,27.93166667,39.12333333
6705,6705,IZMIR,AKHISAR,BASLAMIS,Manisa,Akhisar,28,6,2015,13:35,Ihmal Dikkatsizlik,Sigara,0.02,0,0.02,27,27 58 10,39 08 10,27.96944444,39.13611111
6706,6706,IZMIR,AKHISAR,BASLAMIS,Manisa,Akhisar,22,8,2015,00:15,Ihmal Dikkatsizlik,Sigara,0.1,0,0.1,25,28 04 47,39 03 26,28.07972222,39.05722222
6707,6707,IZMIR,AKHISAR,BASLAMIS,Manisa,Akhisar,28,8,2015,02:18,Ihmal Dikkatsizlik,Sigara,0.05,0,0.05,20,27 58 04,39 09 02,27.96777778,39.15055556
6708,6708,IZMIR,AKHISAR,BASLAMIS,Manisa,Akhisar,10,9,2015,16:15,Ihmal Dikkatsizlik,Sigara,0.05,0,0.05,24,27 58 18,39 08 37,27.97166667,39.14361111
6709,6709,IZMIR,AKHISAR,BASLAMIS,Manisa,Akhisar,23,7,2016,17:20,Ihmal Dikkatsizlik,Diger,5,17,22,33,27 55 43,39 07 43,27.92861111,39.12861111
6710,6710,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,25,4,2013,17:00,Ihmal Dikkatsizlik,Copluk,0.06,0,0.06,28,27 36 58,39 18 48,27.61611111,39.31333333
6711,6711,IZMIR,AKHISAR,GOKTEPE,Manisa,Akhisar,24,5,2013,12:50,Ihmal Dikkatsizlik,Sigara,0,0.07,0.07,25,27 28 48,39 13 51,27.48,39.23083333
6712,6712,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,26,7,2013,11:00,Ihmal Dikkatsizlik,Sigara,0.9,0,0.9,36,27 34 28,39 13 38,27.57444444,39.22722222
6713,6713,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,13,8,2013,01:40,Kasit,Diger,0,0.34,0.34,0,27 33 40,39 13 22,27.56111111,39.22277778
6714,6714,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,13,8,2013,01:40,Kasit,Diger,0,0.02,0.02,0,27 34 16,39 13 29,27.57111111,39.22472222
6715,6715,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,14,8,2013,02:00,Kasit,Diger,0,1.2,1.2,37,27 27 44,39 19 31,27.46222222,39.32527778
6716,6716,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,27,8,2013,23:55,Kasit,Diger,0,0.03,0.03,23,27 31 36,39 13 21,27.52666667,39.2225
6717,6717,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,31,8,2013,14:28,Ihmal Dikkatsizlik,Sigara,0,0.65,0.65,28,27 34 09,39 15 13,27.56916667,39.25361111
6718,6718,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,1,9,2013,04:40,Kasit,Diger,1,0.2,1.2,0,27 27 28,39 19 19,27.45777778,39.32194444
6719,6719,IZMIR,AKHISAR,GOKTEPE,Manisa,Akhisar,5,9,2013,13:25,Ihmal Dikkatsizlik,Diger,0.04,0,0.04,0,27 38 32,39 19 54,27.64222222,39.33166667
6720,6720,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,12,9,2013,21:15,Kasit,Diger,0,0.45,0.45,0,27 29 41,38 18 15,27.49472222,38.30416667
6721,6721,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,7,10,2013,14:10,Ihmal Dikkatsizlik,Diger,0.17,0,0.17,22,27 29 32,39 16 18,27.49222222,39.27166667
6722,6722,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,11,10,2013,22:35,Ihmal Dikkatsizlik,Coban Atesi,0.1,0,0.1,15,27 28 46,39 19 55,27.47944444,39.33194444
6723,6723,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,20,10,2014,13:10,Ihmal Dikkatsizlik,Diger,0.2,0,0.2,14,27 30 54,39 13 25,27.515,39.22361111
6724,6724,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,2,11,2014,13:15,Ihmal Dikkatsizlik,Copluk,0.3,0,0.3,0,27 29 38,39 15 29,27.49388889,39.25805556
6725,6725,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,16,5,2015,18:40,Ihmal Dikkatsizlik,Coban Atesi,0.3,0,0.3,28,27 27 33,39 23 26,27.45916667,39.39055556
6726,6726,IZMIR,AKHISAR,GOKTEPE,Manisa,Akhisar,2,7,2015,21:35,Ihmal Dikkatsizlik,Copluk,0.3,0,0.3,27,27 29 31,39 18 15,27.49194444,39.30416667
6727,6727,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,3,7,2015,22:15,Kasit,Diger,0.3,0,0.3,29,27 29 28,39 18 07,27.49111111,39.30194444
6728,6728,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,7,7,2015,14:55,Kasit,Diger,0.01,0,0.01,34,27 29 28,39 18 07,27.49111111,39.30194444
6729,6729,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,20,7,2015,09:35,Ihmal Dikkatsizlik,Aniz,0.01,0,0.01,39,27 34 40,39 15 45,27.57777778,39.2625
6730,6730,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,22,7,2015,22:40,Kasit,Kundaklama,0.15,0,0.15,29,27 29 27,39 19 14,27.49083333,39.32055556
6731,6731,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,22,7,2015,22:50,Kasit,Kundaklama,0.02,0,0.02,29,27 29 20,39 19 05,27.48888889,39.31805556
6732,6732,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,27,7,2015,16:05,Ihmal Dikkatsizlik,Diger,0,11,11,36,27 36 12,39 17 10,27.60333333,39.28611111
6733,6733,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,1,8,2015,02:30,Ihmal Dikkatsizlik,Coban Atesi,0,0.5,0.5,25,27 29 26,39 14 24,27.49055556,39.24
6734,6734,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,7,8,2015,21:40,Ihmal Dikkatsizlik,Aniz,1.5,0,1.5,0,27 33 39,39 13 18,27.56083333,39.22166667
6735,6735,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,18,5,2016,20:05,Ihmal Dikkatsizlik,Sigara,0.02,0,0.02,0,27 34 36,39 16 21,27.57666667,39.2725
6736,6736,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,23,7,2016,17:20,Ihmal Dikkatsizlik,Diger,0.5,0,0.5,34,27 33 50,39 16 51,27.56388889,39.28083333
6737,6737,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,20,9,2016,12:40,Kaza,Elektrik,0.01,0,0.01,26,27 35 41,39 19 03,27.59472222,39.3175
6738,6738,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,5,3,2017,17:00,Kasit,Diger,1.4,0,1.4,14,27 34 13,39 18 34,27.57027778,39.30944444
6739,6739,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,14,5,2017,06:35,Ihmal Dikkatsizlik,Coban Atesi,0,0.3,0.3,18,27 31 43,39 15 43,27.52861111,39.26194444
6740,6740,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,1,6,2017,16:40,Kasit,Diger,0.01,0,0.01,30,27 29 30,39 15 34,27.49166667,39.25944444
6741,6741,IZMIR,AKHISAR,GOKTEPE,Manisa,Soma,4,8,2017,18:00,Kasit,Diger,0.01,0,0.01,31,27 32 18,39 12 56,27.53833333,39.21555556
6742,6742,IZMIR,AKHISAR,GOLMARMARA,Manisa,Golmarmara,26,7,2013,15:20,Ihmal Dikkatsizlik,Aniz,11.4,15,26.4,30,27 59 41,38 49 01,27.99472222,38.81694444
6743,6743,IZMIR,AKHISAR,GOLMARMARA,Manisa,Akhisar,1,9,2013,19:15,Kasit,Diger,0.02,0,0.02,29,27 54 17,38 42 41,27.90472222,38.71138889
6744,6744,IZMIR,AKHISAR,GOLMARMARA,Manisa,Akhisar,6,9,2013,11:20,Ihmal Dikkatsizlik,Aniz,0.01,0,0.01,0,27 53 43,38 40 37,27.89527778,38.67694444
6745,6745,IZMIR,AKHISAR,GOLMARMARA,Manisa,Akhisar,21,6,2014,13:35,Ihmal Dikkatsizlik,Aniz,0,0.02,0.02,34,27 53 43,38 41 15,27.89527778,38.6875
6746,6746,IZMIR,AKHISAR,GOLMARMARA,Manisa,Golmarmara,2,8,2014,12:55,Ihmal Dikkatsizlik,Diger,1.5,0,1.5,27,28 03 43,38 40 34,28.06194444,38.67611111
6747,6747,IZMIR,AKHISAR,GOLMARMARA,Manisa,Akhisar,25,9,2014,16:55,Ihmal Dikkatsizlik,Aniz,0,0,0,0,27 54 17,38 42 41,27.90472222,38.71138889
6748,6748,IZMIR,AKHISAR,GOLMARMARA,Manisa,Golmarmara,25,9,2014,18:05,Ihmal Dikkatsizlik,Sigara,0,0,0,0,27 56 01,38 44 22,27.93361111,38.73944444
6749,6749,IZMIR,AKHISAR,GOLMARMARA,Manisa,Golmarmara,4,9,2016,16:54,Ihmal Dikkatsizlik,Coban Atesi,0.05,0,0.05,32,27 54 44,38 42 24,27.91222222,38.70666667
6750,6750,IZMIR,AKHISAR,GOLMARMARA,Manisa,Golmarmara,16,9,2016,22:00,Ihmal Dikkatsizlik,Coban Atesi,0.1,0,0.1,0,27 56 51,38 45 32,27.9475,38.75888889
6751,6751,IZMIR,AKHISAR,GOLMARMARA,Manisa,Akhisar,25,12,2016,16:30,Ihmal Dikkatsizlik,Coban Atesi,0,1.1,1.1,7,27 58 41,38 43 43,27.97805556,38.72861111
6752,6752,IZMIR,AKHISAR,GOLMARMARA,Manisa,Golmarmara,28,6,2017,15:25,Ihmal Dikkatsizlik,Sigara,0.05,0,0.05,38,27 54 03,38 42 52,27.90083333,38.71444444
6753,6753,IZMIR,AKHISAR,GOLMARMARA,Manisa,Golmarmara,5,7,2017,13:55,Ihmal Dikkatsizlik,Sigara,3,0,3,32,27 55 01,38 41 44,27.91694444,38.69555556
6754,6754,IZMIR,AKHISAR,GOLMARMARA,Manisa,Golmarmara,19,7,2017,15:58,Ihmal Dikkatsizlik,Sigara,0.5,0,0.5,31,28 01 32,38 40 15,28.02555556,38.67083333
6755,6755,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,11,6,2013,16:35,Ihmal Dikkatsizlik,Aniz,0,0.5,0.5,31,27 54 27,38 55 18,27.9075,38.92166667
6756,6756,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,4,8,2013,13:39,Ihmal Dikkatsizlik,Sigara,0.1,0,0.1,37,27 52 19,38 53 56,27.87194444,38.89888889
6757,6757,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,10,8,2013,12:50,Ihmal Dikkatsizlik,Piknik Atesi,0,1,1,36,28 03 13,38 49 00,28.05361111,38.81666667
6758,6758,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,11,11,2013,12:00,Ihmal Dikkatsizlik,Coban Atesi,0.02,0,0.02,11,27 59 49,38 52 26,27.99694444,38.87388889
6759,6759,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,28,3,2014,14:30,Ihmal Dikkatsizlik,Sigara,1,0,1,22,27 57 01,38 47 15,27.95027778,38.7875
6760,6760,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,21,6,2014,15:05,Kaza,Diger,0.01,0,0.01,28,28 00 59,38 53 18,28.01638889,38.88833333
6761,6761,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,12,10,2014,14:45,Mechul,Mechul,0.15,0,0.15,24,27 54 40,38 54 02,27.91111111,38.90055556
6762,6762,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,23,10,2014,14:00,Ihmal Dikkatsizlik,Diger,0,0.3,0.3,0,27 58 40,38 48 26,27.97777778,38.80722222
6763,6763,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,6,5,2015,07:45,Ihmal Dikkatsizlik,Aniz,0.1,0,0.1,23,27 51 56,38 53 02,27.86555556,38.88388889
6764,6764,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,7,8,2015,18:00,Dogal Yildirim,Dogal/Yildirim,0.05,0,0.05,34,27 55 47,38 47 34,27.92972222,38.79277778
6765,6765,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,8,8,2015,19:00,Dogal Yildirim,Dogal/Yildirim,0,0.35,0.35,36,27 59 32,38 51 54,27.99222222,38.865
6766,6766,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,7,9,2015,14:40,Ihmal Dikkatsizlik,Sigara,0,4,4,37,27 56 08,38 47 29,27.93555556,38.79138889
6767,6767,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,16,4,2016,16:55,Ihmal Dikkatsizlik,Aniz,0,0.5,0.5,0,27 59 22,38 50 45,27.98944444,38.84583333
6768,6768,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,29,3,2017,14:45,Ihmal Dikkatsizlik,Aniz,0.5,0,0.5,20,27 57 32,38 55 18,27.95888889,38.92166667
6769,6769,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,12,6,2017,13:07,Ihmal Dikkatsizlik,Sigara,0.01,0,0.01,30,27 53 59,38 55 26,27.89972222,38.92388889
6770,6770,IZMIR,AKHISAR,KAVAKALAN,Manisa,Akhisar,1,9,2017,15:35,Ihmal Dikkatsizlik,Piknik Atesi,0,0.01,0.01,30,27 55 00,38 45 54,27.91666667,38.765
6771,6771,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,22,4,2013,21:35,Ihmal Dikkatsizlik,Copluk,0.2,0,0.2,21,27 48 01,39 08 08,27.80027778,39.13555556
6772,6772,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,30,4,2013,02:10,Ihmal Dikkatsizlik,Piknik Atesi,0.03,0,0.03,32,27 38 51,39 09 02,27.6475,39.15055556
6773,6773,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,3,6,2013,20:55,Ihmal Dikkatsizlik,Sigara,0.04,0,0.04,20,27 45 59,39 10 45,27.76638889,39.17916667
6774,6774,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,5,7,2013,16:10,Ihmal Dikkatsizlik,Sigara,0,0,0,30,27 39 17,39 04 12,27.65472222,39.07
6775,6775,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,12,7,2013,13:05,Ihmal Dikkatsizlik,Aniz,0,0.5,0.5,33,27 53 20,39 18 26,27.88888889,39.30722222
6776,6776,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,19,7,2013,17:06,Ihmal Dikkatsizlik,Sigara,0.1,0,0.1,31,27 48 13,39 09 34,27.80361111,39.15944444
6777,6777,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,26,9,2013,18:30,Ihmal Dikkatsizlik,Sigara,0.2,0,0.2,19,27 47 59,39 08 51,27.79972222,39.1475
6778,6778,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,3,10,2013,14:27,Ihmal Dikkatsizlik,Coban Atesi,0.07,0,0.07,15,27 46 43,39 11 35,27.77861111,39.19305556
6779,6779,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,13,10,2013,19:50,Kasit,Kundaklama,0.7,0,0.7,0,27 49 05,39 13 48,27.81805556,39.23
6780,6780,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,16,10,2013,14:55,Ihmal Dikkatsizlik,Coban Atesi,0,1.2,1.2,14,27 55 23,39 15 08,27.92305556,39.25222222
6781,6781,IZMIR,AKHISAR,KIRKAGAC,Manisa,Akhisar,16,12,2013,20:00,Ihmal Dikkatsizlik,Coban Atesi,0.3,0,0.3,4,27 42 05,39 03 26,27.70138889,39.05722222
6782,6782,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,29,12,2013,13:10,Ihmal Dikkatsizlik,Coban Atesi,0.2,0,0.2,0,27 46 32,39 11 22,27.77555556,39.18944444
6783,6783,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,28,5,2014,11:30,Ihmal Dikkatsizlik,Coban Atesi,0.1,0,0.1,28,27 43 25,39 01 37,27.72361111,39.02694444
6784,6784,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,29,6,2014,19:15,Ihmal Dikkatsizlik,Diger,0,0,0,24,27 40 14,39 03 53,27.67055556,39.06472222
6785,6785,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,1,8,2014,16:00,Dogal Yildirim,Diger,0.01,0,0.01,32,27 52 47,39 06 43,27.87972222,39.11194444
6786,6786,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,12,8,2014,23:30,Ihmal Dikkatsizlik,Sigara,0,0.01,0.01,28,27 49 05,39 05 54,27.81805556,39.09833333
6787,6787,IZMIR,AKHISAR,KIRKAGAC,Manisa,Soma,30,8,2014,12:30,Ihmal Dikkatsizlik,Diger,0,0.3,0.3,0,27 40 43,39 10 07,27.67861111,39.16861111
6788,6788,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,30,8,2014,21:20,Ihmal Dikkatsizlik,Sigara,0.01,0,0.01,0,27 47 53,39 06 24,27.79805556,39.10666667
6789,6789,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,23,9,2014,16:20,Ihmal Dikkatsizlik,Copluk,6.5,0,6.5,29,27 39 43,39 05 19,27.66194444,39.08861111
6790,6790,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,8,5,2015,12:05,Ihmal Dikkatsizlik,Coban Atesi,0.45,0,0.45,27,27 42 28,39 01 37,27.70777778,39.02694444
6791,6791,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,8,5,2015,14:50,Ihmal Dikkatsizlik,Coban Atesi,0,0,0,27,27 40 18,39 04 13,27.67166667,39.07027778
6792,6792,IZMIR,AKHISAR,KIRKAGAC,Manisa,Akhisar,9,5,2015,07:50,Ihmal Dikkatsizlik,Coban Atesi,0.2,0,0.2,20,27 42 55,39 01 18,27.71527778,39.02166667
6793,6793,IZMIR,AKHISAR,KIRKAGAC,Manisa,Akhisar,10,5,2015,19:00,Ihmal Dikkatsizlik,Diger,0.5,0.5,1,19,27 51 38,39 16 48,27.86055556,39.28
6794,6794,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,13,6,2015,10:10,Mechul,Mechul,0.2,0,0.2,26,27 42 59,39 01 48,27.71638889,39.03
6795,6795,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,18,7,2015,12:25,Ihmal Dikkatsizlik,Sigara,0,0.65,0.65,33,27 52 58,39 14 46,27.88277778,39.24611111
6796,6796,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,18,7,2015,15:45,Ihmal Dikkatsizlik,Piknik Atesi,0,32.8,32.8,35,27 53 05,39 10 18,27.88472222,39.17166667
6797,6797,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,15,8,2015,13:50,Dogal Yildirim,Dogal/Yildirim,0.07,0,0.07,37,27 38 12,39 04 52,27.63666667,39.08111111
6798,6798,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,3,9,2015,17:20,Ihmal Dikkatsizlik,Coban Atesi,0.03,0,0.03,30,27 49 43,39 15 53,27.82861111,39.26472222
6799,6799,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,3,9,2015,17:40,Ihmal Dikkatsizlik,Coban Atesi,0,0.01,0.01,30,27 50 04,39 15 10,27.83444444,39.25277778
6800,6800,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,8,9,2015,20:25,Ihmal Dikkatsizlik,Coban Atesi,0,2.2,2.2,22,27 47 30,38 11 49,27.79166667,38.19694444
6801,6801,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,24,5,2016,11:50,Ihmal Dikkatsizlik,Coban Atesi,0.01,0,0.01,25,27 53 32,39 07 40,27.89222222,39.12777778
6802,6802,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,27,6,2016,16:10,Ihmal Dikkatsizlik,Coban Atesi,0,0.01,0.01,18,27 49 39,39 12 37,27.8275,39.21027778
6803,6803,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,5,7,2016,12:15,Ihmal Dikkatsizlik,Piknik Atesi,0,1.4,1.4,33,27 49 24,39 10 56,27.82333333,39.18222222
6804,6804,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,11,7,2016,11:00,Ihmal Dikkatsizlik,Piknik Atesi,0.05,0,0.05,31,27 51 59,39 07 43,27.86638889,39.12861111
6805,6805,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,26,8,2016,00:40,Ihmal Dikkatsizlik,Coban Atesi,0.2,0,0.2,22,27 52 35,39 16 29,27.87638889,39.27472222
6806,6806,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,30,3,2017,20:15,Ihmal Dikkatsizlik,Coban Atesi,0.1,0,0.1,8,27 49 09,39 14 05,27.81916667,39.23472222
6807,6807,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,12,4,2017,13:30,Ihmal Dikkatsizlik,Sigara,0.05,0,0.05,20,27 53 01,39 07 45,27.88361111,39.12916667
6808,6808,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,20,5,2017,11:10,Ihmal Dikkatsizlik,Coban Atesi,0.7,0,0.7,18,27 48 26,39 12 41,27.80722222,39.21138889
6809,6809,IZMIR,AKHISAR,KIRKAGAC,Manisa,Kirkagac,21,8,2017,14:10,Dogal Yildirim,Dogal/Yildirim,0.01,0,0.01,0,27 42 51,39 03 26,27.71416667,39.05722222
6810,6810,IZMIR,AKHISAR,SOMA,Manisa,Soma,16,5,2013,14:20,Ihmal Dikkatsizlik,Piknik Atesi,0.17,0,0.17,29,27 43 40,39 17 10,27.72777778,39.28611111
6811,6811,IZMIR,AKHISAR,SOMA,Manisa,Soma,20,5,2013,20:40,Ihmal Dikkatsizlik,Coban Atesi,0.05,0,0.05,27,27 41 28,39 14 02,27.69111111,39.23388889
6812,6812,IZMIR,AKHISAR,SOMA,Manisa,Soma,29,5,2013,14:55,Kasit,Diger,0,1.8,1.8,26,27 43 48,39 17 19,27.73,39.28861111
6813,6813,IZMIR,AKHISAR,SOMA,Manisa,Soma,5,6,2013,10:20,Ihmal Dikkatsizlik,Aniz,0.02,0,0.02,30,27 37 24,39 12 13,27.62333333,39.20361111
6814,6814,IZMIR,AKHISAR,SOMA,Manisa,Akhisar,5,6,2013,18:30,Dogal Yildirim,Dogal/Yildirim,0,0,0,22,27 43 49,39 17 20,27.73027778,39.28888889
6815,6815,IZMIR,AKHISAR,SOMA,Manisa,Soma,17,6,2013,11:23,Ihmal Dikkatsizlik,Aniz,1,0,1,34,27 39 36,39 11 18,27.66,39.18833333
6816,6816,IZMIR,AKHISAR,SOMA,Manisa,Soma,4,7,2013,14:40,Ihmal Dikkatsizlik,Aniz,1.1,0,1.1,34,27 34 47,39 10 56,27.57972222,39.18222222
6817,6817,IZMIR,AKHISAR,SOMA,Manisa,Akhisar,16,7,2013,18:18,Ihmal Dikkatsizlik,Sigara,0.01,0,0.01,31,27 37 17,39 10 34,27.62138889,39.17611111
